Gene	ratio
WBGene00018811|F54D11.1|pmt-2	0.24
WBGene00015511|C06A6.7	0.24
WBGene00002134|ZK770.3|inx-12	0.24
WBGene00022598|ZC395.8|ztf-8	0.24
WBGene00015048|B0218.2|faah-2	0.24
WBGene00019105|F59D6.3	0.24
WBGene00015467|C05D2.3	0.24
WBGene00015150|B0336.13	0.24
WBGene00006479|B0563.4|tmbi-4	0.24
WBGene00045399|Y47G6A.33	0.24
WBGene00004318|T22C1.10|rbg-2	0.24
WBGene00003958|F23B2.11|pcp-3	0.24
WBGene00010456|K01C8.1	0.24
WBGene00016118|C25H3.9	0.24
WBGene00021060|W06B11.3|dct-11	0.24
WBGene00006625|ZC581.6|try-7	0.24
WBGene00022473|Y119C1B.8|bet-1	0.24
WBGene00012204|W02B12.9	0.24
WBGene00010572|K04G11.4|wdr-5.2	0.24
WBGene00022027|Y65B4A.3|vps-20	0.24
WBGene00019631|K10D2.5	0.24
WBGene00000818|Y67H2A.6|csn-6	0.24
WBGene00019888|R05F9.1	0.24
WBGene00012276|W05B10.1|his-74	0.24
WBGene00010435|JC8.2	0.23
WBGene00010117|F55F3.3|nkb-3	0.23
WBGene00007653|C17G1.7	0.23
WBGene00022401|Y97E10AR.6	0.23
WBGene00004737|F10G7.4|scc-1	0.23
WBGene00008857|F15D3.7	0.23
WBGene00019460|K06H7.9|idi-1	0.23
WBGene00004208|ZK675.1|ptc-1	0.23
WBGene00007050|F18C5.3|tag-184	0.23
WBGene00021026|W04C9.4	0.23
WBGene00004198|F32A5.6|prx-13	0.23
WBGene00015348|C02F5.5	0.23
WBGene00003183|T01G9.5|mei-1	0.23
WBGene00015345|C02F5.2	0.23
WBGene00017384|F11G11.4	0.23
WBGene00021093|W08F4.3	0.23
WBGene00006571|Y75B8A.22|tim-1	0.23
WBGene00012484|Y18D10A.17|car-1	0.23
WBGene00004475|Y71A12B.1|rps-6	0.23
WBGene00006408|T14G12.3|tag-18	0.23
WBGene00017964|F31F7.1	0.23
WBGene00021648|Y47G6A.24|mis-12	0.23
WBGene00002223|T01G1.1|klp-12	0.23
WBGene00022150|Y71G12B.10	0.23
WBGene00020348|T08B2.8	0.23
WBGene00003097|C17G10.5|lys-8	0.23
WBGene00011733|T12D8.5	0.23
WBGene00001320|ZK809.4|ent-1	0.23
WBGene00015753|C14B9.3	0.23
WBGene00008766|F13G3.6	0.23
WBGene00010676|K08F4.1	0.23
WBGene00015944|C18A3.7	0.23
WBGene00020413|T10E9.3	0.23
WBGene00006579|C07A9.3|tlk-1	0.23
WBGene00012149|VF13D12L.3	0.23
WBGene00000874|ZK328.1|cyk-3	0.23
WBGene00011329|T01D3.5	0.23
WBGene00019077|F59A3.4	0.23
WBGene00009975|F53C11.5	0.23
WBGene00017026|D1037.5	0.23
WBGene00018269|F41C3.3|acs-11	0.23
WBGene00007561|C14A4.11	0.23
WBGene00000180|ZK1320.6|arc-1	0.23
WBGene00021629|Y47D9A.2|scpl-3	0.23
WBGene00006373|F55A11.2|syx-5	0.23
WBGene00007592|C14H10.2	0.23
WBGene00020209|T04C9.1	0.23
WBGene00003598|F26F4.7|nhl-2	0.23
WBGene00007415|C07E3.4	0.23
WBGene00001690|R08B4.1|grd-1	0.23
WBGene00007101|B0024.11	0.23
WBGene00001022|C01G8.4|dnj-4	0.23
WBGene00001844|K02E10.2|hid-1	0.22
WBGene00008694|F11C1.5	0.22
WBGene00013376|Y62E10A.6	0.22
WBGene00000164|F53H8.1|apm-3	0.22
WBGene00009284|F31C3.2	0.22
WBGene00003815|F22D6.3|nars-1	0.22
WBGene00013352|Y59A8B.20|lon-8	0.22
WBGene00003902|Y106G6H.2|pab-1	0.22
WBGene00001585|M04B2.3|gfl-1	0.22
WBGene00002037|F46C3.3|hum-4	0.22
WBGene00011808|T16G12.7	0.22
WBGene00007242|C01G12.1	0.22
WBGene00022709|ZK354.8	0.22
WBGene00016156|C27A12.6	0.22
WBGene00017329|F10D2.2|ugt-39	0.22
WBGene00018006|F33D11.9	0.22
WBGene00003091|Y22F5A.5|lys-2	0.22
WBGene00017763|F23H11.9|crls-1	0.22
WBGene00003633|C29E6.5|nhr-43	0.22
WBGene00004398|ZK1290.3|rol-8	0.22
WBGene00009992|F53F4.10	0.22
WBGene00012950|Y47H9C.7	0.22
WBGene00002241|F10C2.2|kup-1	0.22
WBGene00017080|DC2.3	0.22
WBGene00011767|T14D7.1	0.22
WBGene00016653|C44E4.4	0.22
WBGene00007694|C23H4.6	0.22
WBGene00001497|T08B2.9|fars-1	0.22
WBGene00009349|F32H5.3	0.22
WBGene00007621|C16C2.4	0.22
WBGene00007042|C26C6.1|pbrm-1	0.22
WBGene00004411|C42D4.8|rpc-1	0.22
WBGene00010045|F54C9.11	0.22
WBGene00016333|C32F10.8	0.22
WBGene00018367|F42H10.3	0.22
WBGene00021160|Y4C6B.6	0.22
WBGene00017791|F25E5.10|try-8	0.22
WBGene00011064|R06C7.5	0.22
WBGene00020263|T05E8.3	0.22
WBGene00012369|W09G3.6	0.22
WBGene00007631|C16C10.12|wht-3	0.22
WBGene00019757|M03E7.5|memb-2	0.22
WBGene00021872|Y54G2A.6|clec-85	0.22
WBGene00012538|Y37A1B.5	0.22
WBGene00010197|F57C2.5	0.22
WBGene00011089|R07B7.5	0.22
WBGene00004083|C05A2.1|pph-1	0.22
WBGene00019457|K06H7.3	0.22
WBGene00022418|Y102A11A.8	0.22
WBGene00006641|F53B6.1|tsp-15	0.22
WBGene00016740|C48B6.2	0.22
WBGene00013958|ZK265.6	0.22
WBGene00021159|Y4C6B.5	0.22
WBGene00008645|F10C2.4	0.22
WBGene00011858|T20D3.5	0.22
WBGene00009434|F35E12.10	0.22
WBGene00007978|C36B1.11	0.22
WBGene00008386|D1081.8	0.22
WBGene00008569|F08A8.7|fbxa-101	0.21
WBGene00010887|M7.12	0.21
WBGene00022593|ZC328.3	0.21
WBGene00011579|T07D4.2	0.21
WBGene00016757|C49A9.3	0.21
WBGene00007963|C36A4.1|cyp-25A1	0.21
WBGene00020139|T01B11.2	0.21
WBGene00009192|F27E5.1	0.21
WBGene00013489|Y69H2.14	0.21
WBGene00021294|Y25C1A.7	0.21
WBGene00003209|ZK858.4|mel-26	0.21
WBGene00018530|F47B3.6	0.21
WBGene00010277|F58G6.7	0.21
WBGene00002073|F26B1.3|ima-2	0.21
WBGene00001152|F43H9.1|ech-3	0.21
WBGene00009650|F43D2.1	0.21
WBGene00018421|F44E2.8	0.21
WBGene00003655|Y17D7A.3|nhr-65	0.21
WBGene00007690|C18E9.10	0.21
WBGene00011383|T02E9.5	0.21
WBGene00018525|F47B3.1	0.21
WBGene00011423|T04B2.5	0.21
WBGene00007188|B0464.9	0.21
WBGene00019121|F59E12.5|npl-4.2	0.21
WBGene00012560|Y37D8A.25	0.21
WBGene00010373|H08M01.1	0.21
WBGene00003373|T28A8.7|mlh-1	0.21
WBGene00015181|B0416.5	0.21
WBGene00013986|ZK512.7	0.21
WBGene00018823|F54E2.1	0.21
WBGene00006543|F21H11.3|tbx-2	0.21
WBGene00000617|T13B5.4|col-40	0.21
WBGene00011318|T01C3.1|cdt-2	0.21
WBGene00009259|F29G6.3	0.21
WBGene00003787|K07F5.13|npp-1	0.21
WBGene00016204|C29E4.7|gsto-1	0.21
WBGene00011203|R10E4.7	0.21
WBGene00004470|F56F3.5|rps-1	0.21
WBGene00001178|F22E12.4|egl-9	0.21
WBGene00019479|K07C11.7	0.21
WBGene00011528|T06D8.7	0.21
WBGene00000107|F54D8.3|alh-1	0.21
WBGene00001649|H13N06.3|gob-1	0.21
WBGene00019510|K07H8.10	0.21
WBGene00001081|F47A4.2|dpy-22	0.2
WBGene00001674|F18G5.3|gpa-12	0.2
WBGene00011051|R06A4.9|pfs-2	0.2
WBGene00004180|F58A4.4|pri-1	0.2
WBGene00011116|R07E5.10|pdcd-2	0.2
WBGene00000758|H06A10.2|col-185	0.2
WBGene00006518|F27D4.5|tag-173	0.2
WBGene00014152|ZK930.2	0.2
WBGene00003975|T28D6.9|pen-2	0.2
WBGene00009254|F29D11.2|capg-1	0.2
WBGene00007751|C26G2.2	0.2
WBGene00013441|Y66D12A.15	0.2
WBGene00019647|K11D12.7	0.2
WBGene00011035|R05D11.7	0.2
WBGene00017385|F11G11.5	0.2
WBGene00007234|C01G10.7	0.2
WBGene00001997|Y39A1A.23|hpr-9	0.2
WBGene00001835|C08B11.2|hda-2	0.2
WBGene00018599|F48C1.6	0.2
WBGene00016116|C25H3.7	0.2
WBGene00017440|F13H8.7|upb-1	0.2
WBGene00018060|F35F10.11|arrd-18	0.2
WBGene00014205|ZK1058.5	0.2
WBGene00022642|ZK6.7|lipl-5	0.2
WBGene00014030|ZK637.13|glb-1	0.2
WBGene00019346|K02G10.5	0.2
WBGene00003953|F39H11.5|pbs-7	0.2
WBGene00006677|F55C5.3|twk-24	0.2
WBGene00010094|F55C5.5|tsfm-1	0.2
WBGene00004916|T28D9.10|snr-3	0.2
WBGene00010082|F55A11.11	0.2
WBGene00012645|Y39A1A.6	0.2
WBGene00003597|F54G8.4|nhl-1	0.2
WBGene00001811|C30H6.6|haf-1	0.2
WBGene00004229|T07H8.6|ptr-15	0.2
WBGene00019084|F59A6.2	0.2
WBGene00007686|C18E9.6|tomm-40	0.2
WBGene00020091|R119.7|rnp-8	0.2
WBGene00020682|T22D1.3	0.2
WBGene00002124|F08G12.10|inx-2	0.2
WBGene00019712|M01E11.3	0.2
WBGene00008008|C38D4.9	0.2
WBGene00003405|ZC302.1|mre-11	0.2
WBGene00001166|ZK328.2|eftu-2	0.2
WBGene00012783|Y43C5A.3	0.2
WBGene00009269|F30A10.12	0.2
WBGene00003395|F38E1.7|mom-2	0.2
WBGene00015976|C18E3.9	0.2
WBGene00018910|F56A4.2	0.2
WBGene00021224|Y19D10A.9|clec-209	0.2
WBGene00015067|B0238.1	0.2
WBGene00017815|F26B1.1	0.2
WBGene00000137|R13G10.2|amx-1	0.2
WBGene00004039|R05G6.8|plc-4	0.2
WBGene00001441|K03C7.2|fkh-9	0.2
WBGene00022516|ZC97.1|mtx-2	0.2
WBGene00009724|F45D3.4	0.2
WBGene00006066|Y71H9A.3|sto-4	0.2
WBGene00018319|F41H10.6|hdac-6	0.2
WBGene00013985|ZK512.5|sec-16	0.2
WBGene00008380|D1054.14	0.2
WBGene00016173|C27H5.3|fust-1	0.2
WBGene00000890|F39H2.2|sig-7	0.2
WBGene00001523|M05D6.7|gbh-2	0.19
WBGene00001405|C04F12.10|fce-1	0.19
WBGene00002230|Y50D7A.6|klp-20	0.19
WBGene00015091|B0261.1	0.19
WBGene00009451|F36A2.1|cids-2	0.19
WBGene00001775|Y53F4B.30|gst-27	0.19
WBGene00010236|F58B4.3	0.19
WBGene00018721|F53A3.2|polh-1	0.19
WBGene00015810|C16A3.5	0.19
WBGene00021313|Y32H12A.5|paqr-2	0.19
WBGene00015434|C04E12.4	0.19
WBGene00013792|Y116A8C.13	0.19
WBGene00016612|C43G2.3	0.19
WBGene00011962|T23G5.2	0.19
WBGene00001827|C46A5.9|hcf-1	0.19
WBGene00006946|C34E10.4|prx-10	0.19
WBGene00010749|K10D11.5	0.19
WBGene00013292|Y57G11A.4	0.19
WBGene00007685|C18E9.5	0.19
WBGene00021051|W05H9.4	0.19
WBGene00022576|ZC250.2	0.19
WBGene00020441|T12A2.7	0.19
WBGene00021495|Y40C5A.1	0.19
WBGene00010470|K01D12.11|cdr-4	0.19
WBGene00007186|B0464.6	0.19
WBGene00000739|T07H6.3|col-166	0.19
WBGene00016068|C24H10.2	0.19
WBGene00011775|T14G10.5	0.19
WBGene00001855|C18G1.5|hil-4	0.19
WBGene00008074|C43F9.6|nkb-2	0.19
WBGene00020092|R144.2|pcf-11	0.19
WBGene00007464|C08H9.3	0.19
WBGene00015038|B0212.4	0.19
WBGene00016197|C28H8.6|pxl-1	0.19
WBGene00016341|C33C12.9	0.19
WBGene00011142|R08D7.1	0.19
WBGene00012364|W09D12.1	0.19
WBGene00001051|C09G4.3|cks-1	0.19
WBGene00011511|T05H10.7	0.19
WBGene00010465|K01D12.6	0.19
WBGene00011580|T07D4.4|ddx-19	0.19
WBGene00010644|K07G5.5	0.19
WBGene00016103|C25F6.3|dpyd-1	0.18
WBGene00016030|C24A1.3	0.18
WBGene00021843|Y54E10BR.4	0.18
WBGene00022635|ZC581.9	0.18
WBGene00017011|D1007.16|eaf-1	0.18
WBGene00012968|Y48A6B.7	0.18
WBGene00016128|C26B2.6|elpc-4	0.18
WBGene00021908|Y55B1AR.4	0.18
WBGene00001821|C07A12.1|ham-2	0.18
WBGene00021239|Y20F4.4	0.18
WBGene00003035|ZK632.13|lin-52	0.18
WBGene00017356|F10E9.4	0.18
WBGene00017051|D2024.2	0.18
WBGene00001787|Y53F4B.33|gst-39	0.18
WBGene00012643|Y39A1A.3	0.18
WBGene00022836|ZK973.11	0.18
WBGene00012834|Y43F8C.13	0.18
WBGene00007545|C13B4.1	0.18
WBGene00022531|ZC155.3|morc-1	0.18
WBGene00003639|K10C3.6|nhr-49	0.18
WBGene00020286|T06A10.3	0.18
WBGene00000765|ZK652.9|coq-5	0.18
WBGene00000386|K06A5.7|cdc-25.1	0.18
WBGene00004883|W02D3.8|smg-5	0.18
WBGene00001569|F52D2.4|gei-12	0.18
WBGene00007606|C15C8.4	0.18
WBGene00015010|B0041.6|ptps-1	0.18
WBGene00015744|C13F10.5	0.18
WBGene00013303|Y57G11C.5	0.18
WBGene00004222|F44F4.4|ptr-8	0.18
WBGene00003835|C15H11.6|nxf-2	0.18
WBGene00020314|T07E3.3	0.18
WBGene00007210|BE10.2|agmo-1	0.18
WBGene00015796|C15F1.5	0.18
WBGene00011908|T22A3.5|pash-1	0.18
WBGene00008582|F08G5.3	0.18
WBGene00017089|E01A2.7	0.18
WBGene00009996|F53F4.14	0.18
WBGene00007615|C15H11.5|set-31	0.18
WBGene00004735|Y47D3B.7|sbp-1	0.18
WBGene00010081|F55A11.8	0.18
WBGene00019786|M70.4	0.18
WBGene00021515|Y41D4B.12|set-23	0.18
WBGene00015739|C13D9.9|ugt-7	0.18
WBGene00008993|F21A3.3	0.18
WBGene00050944|C14A11.9	0.18
WBGene00007365|C06B3.6	0.18
WBGene00004286|D2013.1|rab-39	0.18
WBGene00008118|C46F11.3	0.18
WBGene00004476|ZC434.2|rps-7	0.18
WBGene00016189|C28G1.4	0.18
WBGene00019301|K02D10.1	0.18
WBGene00013720|Y106G6H.8	0.18
WBGene00001439|F26D12.1|fkh-7	0.18
WBGene00016424|C34H4.1	0.17
WBGene00000798|C14A4.5|crn-5	0.17
WBGene00016124|C26B2.1|dnc-4	0.17
WBGene00011629|T08G11.1	0.17
WBGene00013142|Y53C12A.7	0.17
WBGene00003509|T19B10.11|mxl-1	0.17
WBGene00019296|K02B2.3	0.17
WBGene00019365|K03E6.7	0.17
WBGene00016868|C52B9.8	0.17
WBGene00017372|F10G7.9	0.17
WBGene00017273|F08F8.8|gos-28	0.17
WBGene00018701|F52E4.1|pccb-1	0.17
WBGene00020084|R105.1	0.17
WBGene00003749|ZK1320.10|nlp-11	0.17
WBGene00011892|T21C9.4	0.17
WBGene00019781|M60.6	0.17
WBGene00007744|C26D10.3	0.17
WBGene00013129|Y52B11A.10	0.17
WBGene00006816|F54B11.3|unc-84	0.17
WBGene00015634|C09D4.3	0.17
WBGene00020414|T10E9.4	0.17
WBGene00009995|F53F4.13	0.17
WBGene00015359|C02G6.1	0.17
WBGene00009513|F37H8.4|sfxn-1.2	0.17
WBGene00021346|Y37E3.1	0.17
WBGene00004439|F52B5.6|rpl-25.2	0.17
WBGene00022398|Y97E10AR.3	0.17
WBGene00009877|F49C12.7	0.17
WBGene00002050|F38B2.1|ifa-1	0.17
WBGene00015676|C10E2.6	0.17
WBGene00010579|K05C4.2	0.17
WBGene00019005|F57B10.8	0.17
WBGene00004914|Y116A8C.42|snr-1	0.17
WBGene00018519|F46H5.3	0.17
WBGene00020732|T23E7.2	0.17
WBGene00020115|R155.1|mboa-6	0.17
WBGene00001193|C23H3.1|egl-26	0.17
WBGene00015454|C04G6.4	0.17
WBGene00000984|R11D1.11|dhs-21	0.17
WBGene00019555|K09C6.1	0.17
WBGene00006379|T23D8.9|sys-1	0.17
WBGene00004829|M02A10.3|sli-1	0.17
WBGene00011281|R74.7	0.17
WBGene00008920|F17C11.9|eef-1G	0.17
WBGene00008446|E01G4.3	0.17
WBGene00021339|Y34F4.4	0.17
WBGene00009456|F36A2.9	0.17
WBGene00007605|C15C8.3	0.17
WBGene00000880|F59E10.2|cyn-4	0.17
WBGene00009098|F25B3.1|ehbp-1	0.17
WBGene00009081|F23B12.4	0.17
WBGene00021472|Y39G10AR.16	0.17
WBGene00003928|ZK945.2|pas-7	0.17
WBGene00004419|Y24D9A.4|rpl-7A	0.17
WBGene00015894|C17C3.12|acdh-2	0.17
WBGene00004186|F22D6.5|prpf-4	0.17
WBGene00006937|Y56A3A.32|wah-1	0.17
WBGene00011914|T22C1.3	0.17
WBGene00002054|F10C1.7|ifb-2	0.17
WBGene00013310|Y57G11C.14	0.16
WBGene00022668|ZK154.6	0.16
WBGene00001598|T21G5.3|glh-1	0.16
WBGene00013266|Y57A10A.26	0.16
WBGene00006703|D1022.1|ubc-6	0.16
WBGene00009177|F26H9.5	0.16
WBGene00020760|T24C4.4	0.16
WBGene00003222|Y2H9A.1|mes-4	0.16
WBGene00015671|C10B5.3	0.16
WBGene00019489|K07E1.1	0.16
WBGene00001036|T04A8.9|dnj-18	0.16
WBGene00007204|B0564.4	0.16
WBGene00012142|T28H10.1	0.16
WBGene00013719|Y106G6H.6	0.16
WBGene00018511|F46F11.8	0.16
WBGene00008227|C50B8.5	0.16
WBGene00009673|F43G9.13	0.16
WBGene00003621|K06A1.4|nhr-22	0.16
WBGene00001830|T06E4.1|hcp-2	0.16
WBGene00022037|Y65B4BL.5|acs-13	0.16
WBGene00006466|JC8.13|tag-115	0.16
WBGene00020968|W03A5.4	0.16
WBGene00015332|C02C2.1|tyr-1	0.16
WBGene00018598|F48C1.5	0.16
WBGene00000113|F45H10.1|alh-7	0.16
WBGene00001661|C34E10.2|gop-2	0.16
WBGene00013332|Y57G11C.43	0.16
WBGene00016097|C25E10.8	0.16
WBGene00007159|B0379.7	0.16
WBGene00004190|T27F6.5|pars-2	0.16
WBGene00006442|F58G11.5|tag-65	0.16
WBGene00021202|Y17G9B.5	0.16
WBGene00009460|F36A2.13	0.16
WBGene00007395|C06H5.7	0.16
WBGene00001429|ZC455.10|fkb-4	0.16
WBGene00000206|F35G12.10|asb-1	0.16
WBGene00020218|T04G9.7	0.16
WBGene00007436|C08B11.9	0.16
WBGene00007476|C09E9.1	0.16
WBGene00015540|C06E7.3|sams-4	0.16
WBGene00016169|C27F2.7	0.16
WBGene00010677|K08F4.2	0.16
WBGene00018835|F54F2.7	0.16
WBGene00011910|T22B3.2	0.16
WBGene00019595|K09H9.2	0.16
WBGene00013004|Y48E1B.5	0.16
WBGene00004324|F21C3.4|rde-2	0.16
WBGene00010876|M05D6.3	0.16
WBGene00043057|M142.8	0.16
WBGene00015767|C14C11.3|hex-2	0.16
WBGene00015051|B0218.7	0.16
WBGene00001483|C03C11.2|fog-3	0.16
WBGene00021817|Y53G8B.1	0.16
WBGene00008362|D1046.1|cfim-2	0.16
WBGene00000265|K04C2.4|brd-1	0.16
WBGene00002064|T05G5.10|iff-1	0.16
WBGene00000520|R07E5.8|cku-80	0.16
WBGene00008748|F13E6.4	0.16
WBGene00001433|Y18D10A.25|fkb-8	0.16
WBGene00010132|F55H2.7	0.16
WBGene00011480|T05E11.3	0.16
WBGene00019770|M04F3.4	0.16
WBGene00001974|T20B12.8|hmg-4	0.16
WBGene00009405|F35C11.6	0.16
WBGene00016113|C25H3.4	0.16
WBGene00020626|T20F5.4	0.16
WBGene00006481|D1054.15|tag-135	0.16
WBGene00020346|T08B2.5	0.16
WBGene00012923|Y47D3A.2|fbxa-128	0.16
WBGene00019892|R05F9.9	0.16
WBGene00000214|Y39B6A.20|asp-1	0.16
WBGene00007087|B0001.2	0.15
WBGene00013109|Y51H4A.15	0.15
WBGene00016059|C24G6.2	0.15
WBGene00010695|K08H10.2	0.15
WBGene00021311|Y32H12A.2	0.15
WBGene00020260|T05E7.4	0.15
WBGene00007720|C25D7.10	0.15
WBGene00020696|T22F3.3	0.15
WBGene00007126|B0250.9|dhcr-7	0.15
WBGene00000276|F57B9.5|byn-1	0.15
WBGene00003793|T19B4.2|npp-7	0.15
WBGene00021521|Y41D4B.20|nhr-287	0.15
WBGene00004473|Y43B11AR.4|rps-4	0.15
WBGene00009333|F32D8.10	0.15
WBGene00008528|F02E9.1	0.15
WBGene00009776|F46B6.12	0.15
WBGene00013997|ZK550.3	0.15
WBGene00003613|T01B10.4|nhr-14	0.15
WBGene00018076|F35H12.4	0.15
WBGene00044614|C36B1.14	0.15
WBGene00022817|ZK783.2|upp-1	0.15
WBGene00008780|F14B4.2	0.15
WBGene00017816|F26B1.2	0.15
WBGene00011917|T22C1.6	0.15
WBGene00009476|F36F2.2	0.15
WBGene00014009|ZK617.2|lips-6	0.15
WBGene00010658|K08D8.4	0.15
WBGene00004804|T19E7.2|skn-1	0.15
WBGene00018426|F44E7.4	0.15
WBGene00004322|E03A3.2|rcq-5	0.15
WBGene00009007|F21D5.2	0.15
WBGene00007689|C18E9.9	0.15
WBGene00013497|Y70D2A.2|hex-5	0.15
WBGene00001824|F13D11.2|hbl-1	0.15
WBGene00009939|F52F12.6|ztf-11	0.15
WBGene00013225|Y56A3A.2	0.15
WBGene00000222|F45E6.2|atf-6	0.15
WBGene00011759|T13H5.5	0.15
WBGene00017770|F25B4.7	0.15
WBGene00020481|T13C2.6	0.15
WBGene00020991|W03D8.10	0.15
WBGene00007244|C01G12.3	0.15
WBGene00019848|R03G5.7	0.15
WBGene00001498|F22B5.9|fars-3	0.15
WBGene00017829|F26F4.9	0.15
WBGene00000854|C07H6.8|cux-7	0.15
WBGene00016201|C28H8.11	0.15
WBGene00004822|C42D4.6|skr-16	0.15
WBGene00011936|T22H2.6|pgrn-1	0.15
WBGene00012037|T26E3.4	0.15
WBGene00001836|R06C1.1|hda-3	0.15
WBGene00000230|F27C1.7|atp-3	0.15
WBGene00001001|C04G2.6|dis-3	0.15
WBGene00018716|F52H2.4	0.15
WBGene00006497|F10G7.1|tag-151	0.15
WBGene00000510|C52B9.1|cka-2	0.15
WBGene00016159|C27A12.9	0.15
WBGene00010260|F58E10.3	0.15
WBGene00017830|F26F4.11|rpb-8	0.15
WBGene00009103|F25B3.6	0.15
WBGene00020169|T02G5.13|mmaa-1	0.15
WBGene00021551|Y44E3A.6	0.15
WBGene00000692|T11B7.3|col-118	0.15
WBGene00011409|T04A8.7	0.15
WBGene00008595|F08H9.7|clec-56	0.15
WBGene00021924|Y55F3AM.6	0.15
WBGene00009966|F53B7.3	0.15
WBGene00014258|ZK1320.9	0.15
WBGene00017031|D1044.6	0.15
WBGene00008741|F13D12.6	0.15
WBGene00009508|F37D6.2	0.15
WBGene00018417|F44E2.3	0.15
WBGene00017749|F23F1.9	0.15
WBGene00017065|D2092.4	0.15
WBGene00006375|F26D2.2|syp-1	0.15
WBGene00011003|R04B5.5	0.15
WBGene00011425|T04B2.7	0.15
WBGene00043051|C29E4.13	0.14
WBGene00017125|E04F6.5|acdh-12	0.14
WBGene00011761|T13H5.8	0.14
WBGene00009115|F25F2.1	0.14
WBGene00000788|F32B5.8|cpz-1	0.14
WBGene00009923|F52B5.7	0.14
WBGene00002238|T02G5.9|kars-1	0.14
WBGene00000585|C06G3.10|cogc-2	0.14
WBGene00006504|R13A1.2|kcc-1	0.14
WBGene00015567|C07D10.2|bath-44	0.14
WBGene00001057|F01F1.5|dpf-4	0.14
WBGene00001066|Y41E3.2|dpy-4	0.14
WBGene00020383|T09B4.9	0.14
WBGene00003218|M04B2.1|mep-1	0.14
WBGene00010935|M163.1	0.14
WBGene00001744|T10F2.1|gars-1	0.14
WBGene00006352|F26E4.1|sur-6	0.14
WBGene00007570|C14A6.6	0.14
WBGene00000144|F15H10.3|apc-10	0.14
WBGene00001374|F12F3.1|exp-2	0.14
WBGene00011968|T23G11.1	0.14
WBGene00000796|C14A4.4|crn-3	0.14
WBGene00011790|T15H9.5	0.14
WBGene00017462|F14D2.14	0.14
WBGene00044696|F52E1.14	0.14
WBGene00018301|F41G3.5	0.14
WBGene00004414|F13B10.2|rpl-3	0.14
WBGene00019713|M01E11.4|pqn-52	0.14
WBGene00019476|K07C11.3	0.14
WBGene00011554|T07A5.1	0.14
WBGene00018934|F56B3.11	0.14
WBGene00044578|K01A12.4	0.14
WBGene00012674|Y39B6A.12|bed-1	0.14
WBGene00009190|F27D4.6	0.14
WBGene00016943|C55B7.4|acdh-1	0.14
WBGene00003151|W09C2.3|mca-1	0.14
WBGene00007144|B0334.4	0.14
WBGene00006634|F33C8.3|tsp-8	0.14
WBGene00006944|F18C5.2|wrn-1	0.14
WBGene00012585|Y38E10A.7|lips-15	0.14
WBGene00015128|B0303.7	0.14
WBGene00007934|C34E7.4	0.14
WBGene00003178|F57H12.7|mec-17	0.14
WBGene00013035|Y49E10.16	0.14
WBGene00014207|ZK1058.9	0.14
WBGene00011637|T09A5.9	0.14
WBGene00006914|F35H10.4|vha-5	0.14
WBGene00018762|F53E10.6	0.14
WBGene00007016|R12B2.5|mdt-15	0.14
WBGene00009120|F25H2.6	0.14
WBGene00011904|T21H8.1|hlb-1	0.14
WBGene00015776|C14F5.1|dct-1	0.14
WBGene00020821|T26A5.5	0.14
WBGene00016763|C49A9.9	0.14
WBGene00003710|C25B8.6|nhr-120	0.14
WBGene00015751|C14A11.6	0.14
WBGene00011323|T01C3.8|mut-15	0.14
WBGene00003697|C33G8.11|nhr-107	0.14
WBGene00002080|C49H3.10|xpo-3	0.14
WBGene00010869|M05B5.1	0.14
WBGene00012978|Y48B6A.1	0.13
WBGene00007730|C25G4.2	0.13
WBGene00020200|T04A6.1	0.13
WBGene00018071|F35H10.6	0.13
WBGene00016495|C37C3.1	0.13
WBGene00000698|C24F3.6|col-124	0.13
WBGene00007202|B0564.2	0.13
WBGene00014004|ZK593.8|fic-1	0.13
WBGene00011451|T04H1.5	0.13
WBGene00012087|T27E7.1	0.13
WBGene00017644|F20D12.5|exc-9	0.13
WBGene00011016|R04F11.3	0.13
WBGene00003022|ZK418.4|lin-37	0.13
WBGene00012558|Y37D8A.21	0.13
WBGene00009179|F26H11.1|kbp-3	0.13
WBGene00020932|W02D3.2|dhod-1	0.13
WBGene00009031|F21H7.5	0.13
WBGene00008151|C47E12.7	0.13
WBGene00016166|C27F2.4	0.13
WBGene00020347|T08B2.7	0.13
WBGene00020463|T12E12.2	0.13
WBGene00009432|F35E12.8	0.13
WBGene00021950|Y55F3C.7|cutl-26	0.13
WBGene00009337|F32F2.1|uig-1	0.13
WBGene00016782|C49G7.4|phat-3	0.13
WBGene00007987|C36H8.1	0.13
WBGene00001601|T12F5.3|glh-4	0.13
WBGene00003609|B0280.8|nhr-10	0.13
WBGene00000722|B0024.1|col-149	0.13
WBGene00013358|Y60A3A.7	0.13
WBGene00002255|F40F4.4|lbp-3	0.13
WBGene00020915|W01B11.3|nol-5	0.13
WBGene00007516|C11E4.1	0.13
WBGene00001412|T19C3.8|fem-2	0.13
WBGene00021293|Y25C1A.6	0.13
WBGene00004946|Y71F9B.10|sop-3	0.13
WBGene00021282|Y24D9A.2|set-21	0.13
WBGene00018849|F55A3.3	0.13
WBGene00017825|F26F4.1|cee-1	0.13
WBGene00006735|C26E6.8|ula-1	0.13
WBGene00012231|W04A4.2	0.13
WBGene00012646|Y39A1A.7	0.13
WBGene00011105|R07E3.4	0.13
